Task,Mobile?,Arms,DoFs,Gripper Config,Rigid Gripper?,Can execute?
examine a watch under a lamp.,False,1,6,No specified Gripper,False,True
examine a watch under a lamp.,False,1,1,No specified Gripper,True,False
examine a watch under a tall lamp,False,0,6,No specified Gripper,False,True
examine a watch under a tall lamp,False,1,1,No specified Gripper,True,False
examine a watering can by the light of a desk lamp.,False,0,6,No specified Gripper,False,True
examine a watering can by the light of a desk lamp.,False,1,1,No specified Gripper,True,False
examine dog with a lamp,True,1,6,No specified Gripper,False,True
examine dog with a lamp,False,1,1,No specified Gripper,True,False
examine pencil with a lamp,False,1,6,No specified Gripper,False,True
examine pencil with a lamp,False,1,1,No specified Gripper,True,False
examine the bad under the light on the desk.,False,1,6,No specified Gripper,False,True
examine the bad under the light on the desk.,False,1,1,No specified Gripper,True,False
examine the basketball in the light of the lamp.,False,0,6,No specified Gripper,False,True
examine the basketball in the light of the lamp.,False,1,1,No specified Gripper,True,False
examine the black plate by the lamp light,False,1,6,No specified Gripper,False,True
examine the black plate by the lamp light,False,1,1,No specified Gripper,True,False
examine the bowl under light from the lamp,False,0,6,No specified Gripper,False,True
examine the bowl under light from the lamp,False,1,1,No specified Gripper,True,False
examine the box by the lamp.,False,1,6,No specified Gripper,True,True
examine the box by the lamp.,False,1,1,No specified Gripper,True,False
examine the cd in the light of the lamp on the desk.,False,0,6,No specified Gripper,False,True
examine the cd in the light of the lamp on the desk.,False,1,1,No specified Gripper,True,False
examine the cd in the light on the table.,False,1,6,No specified Gripper,False,True
examine the cd in the light on the table.,False,1,1,No specified Gripper,True,False
examine the cellphone by the light of the tall lamp.,True,1,6,No specified Gripper,False,True
examine the cellphone by the light of the tall lamp.,False,1,1,No specified Gripper,True,False
examine the figurine by the light,False,1,6,No specified Gripper,False,True
examine the figurine by the light,False,1,1,No specified Gripper,True,False
examine the green cloth under the light of the table lamp,False,1,6,No specified Gripper,False,True
examine the green cloth under the light of the table lamp,False,1,1,No specified Gripper,True,False
examine the keys under the light of the floor lamp,False,1,6,No specified Gripper,False,True
examine the keys under the light of the floor lamp,False,1,1,No specified Gripper,True,False
examine the laptop by the light,False,1,6,No specified Gripper,False,True
examine the laptop by the light,False,1,1,No specified Gripper,True,False
examine the nail polish under the lamp.,False,1,6,No specified Gripper,False,True
examine the nail polish under the lamp.,False,1,1,No specified Gripper,True,False
examine the pen by the light,False,1,6,No specified Gripper,False,True
examine the pen by the light,False,1,1,No specified Gripper,True,False
examine the remote in the light of the tall lamp.,False,1,6,No specified Gripper,False,True
examine the remote in the light of the tall lamp.,False,1,1,No specified Gripper,True,False
examine the statue with the lamp,False,0,6,No specified Gripper,False,True
examine the statue with the lamp,False,1,1,No specified Gripper,True,False
examine the tea pot under light of the lamp,False,0,6,No specified Gripper,False,True
examine the tea pot under light of the lamp,False,1,1,No specified Gripper,True,False
examine the tea pot under light of the table lamp,True,0,6,No specified Gripper,False,True
examine the tea pot under light of the table lamp,False,1,1,No specified Gripper,True,False
examine the tissue box by the light of the tall lamp on the floor.,False,1,6,No specified Gripper,False,True
examine the tissue box by the light of the tall lamp on the floor.,False,1,1,No specified Gripper,True,False
examine the watch under the light of the floor lamp,True,1,6,No specified Gripper,False,True
examine the watch under the light of the floor lamp,False,1,1,No specified Gripper,True,False
"fill a cup from the freezer with water, put it in the cabinet over the stove.",False,0,6,No specified Gripper,False,True
"fill a cup from the freezer with water, put it in the cabinet over the stove.",False,1,1,No specified Gripper,True,False
fill a plate with water and place it in the fridge.,False,1,6,No specified Gripper,False,True
fill a plate with water and place it in the fridge.,False,1,1,No specified Gripper,True,False
"fill pan with water, place on table with toaster",False,1,6,No specified Gripper,False,True
"fill pan with water, place on table with toaster",False,1,1,No specified Gripper,True,False
fill the glass with water and put it in the cabinet.,True,0,6,No specified Gripper,False,True
fill the glass with water and put it in the cabinet.,False,1,1,No specified Gripper,True,False
fill up a bowl of water and heat it.,False,1,6,No specified Gripper,False,True
fill up a bowl of water and heat it.,False,1,1,No specified Gripper,True,False
fix snack,True,2,6,No specified Gripper,False,True
fix snack,False,1,1,No specified Gripper,True,False
flick the switch on the machine on,False,1,7,Robot Grippers with 2 Fingers,True,True
flick the switch on the machine on,False,1,1,No specified Gripper,True,False
flip all the pages in the book except the cover,False,1,7,Robot Grippers with 2 Fingers,True,True
flip all the pages in the book except the cover,False,1,1,No specified Gripper,True,False
flip down the switch on the right,False,1,7,Robot Grippers with 2 Fingers,True,True
flip down the switch on the right,False,1,1,No specified Gripper,True,False
flip the blue block on the table,False,1,7,Robot Grippers with 2 Fingers,True,True
flip the blue block on the table,False,1,1,No specified Gripper,True,False
flip the coffee cup over and make it upright,False,1,7,Robot Grippers with 2 Fingers,True,True
flip the coffee cup over and make it upright,False,1,1,No specified Gripper,True,False
flip the plastic lid on the countertop,False,1,7,Robot Grippers with 2 Fingers,True,True
flip the plastic lid on the countertop,False,1,1,No specified Gripper,True,False
flip the pot and take the tomato and put it in,False,1,7,Robot Grippers with 2 Fingers,True,True
flip the pot and take the tomato and put it in,False,1,1,No specified Gripper,True,False
flip the switch of the oven,False,1,7,Robot Grippers with 2 Fingers,True,True
flip the switch of the oven,False,1,1,No specified Gripper,True,False
flip the tissue paper over,False,1,7,Robot Grippers with 2 Fingers,True,True
flip the tissue paper over,False,1,1,No specified Gripper,True,False
flip the towel on the counter,False,1,7,Robot Grippers with 2 Fingers,True,True
flip the towel on the counter,False,1,1,No specified Gripper,True,False
flip up the switch at the right,False,1,7,Robot Grippers with 2 Fingers,True,True
flip up the switch at the right,False,1,1,No specified Gripper,True,False
fluff pillow,True,2,6,No specified Gripper,False,True
fluff pillow,False,1,1,No specified Gripper,True,False
flush toilet,True,2,6,No specified Gripper,False,True
flush toilet,False,1,1,No specified Gripper,True,False
fold the black trousers in half,False,1,7,Robot Grippers with 2 Fingers,True,True
fold the black trousers in half,False,1,1,No specified Gripper,True,False
fold the blanket,False,1,6,No specified Gripper,True,True
fold the blanket,False,1,1,No specified Gripper,True,False
fold the blanket in half,False,1,7,Robot Grippers with 2 Fingers,True,True
fold the blanket in half,False,1,1,No specified Gripper,True,False
fold the blue cloth,False,1,7,Robot Grippers with 2 Fingers,True,True
fold the blue cloth,False,1,1,No specified Gripper,True,False
fold the blue object,False,1,7,Robot Grippers with 2 Fingers,True,True
fold the blue object,False,1,1,No specified Gripper,True,False
fold the blue towel and put it on top of the bottle,False,1,7,Robot Grippers with 2 Fingers,True,True
fold the blue towel and put it on top of the bottle,False,1,1,No specified Gripper,True,False
fold the bubble wrap,False,1,7,Robot Grippers with 2 Fingers,True,True
fold the bubble wrap,False,1,1,No specified Gripper,True,False
fold the cloth diagonally,False,1,7,Robot Grippers with 2 Fingers,True,True
fold the cloth diagonally,False,1,1,No specified Gripper,True,False
fold the cloth on  the countertop into a triangle twice,False,1,7,Robot Grippers with 2 Fingers,True,True
fold the cloth on  the countertop into a triangle twice,False,1,1,No specified Gripper,True,False
fold the cloth on the counter,False,1,7,Robot Grippers with 2 Fingers,True,True
fold the cloth on the counter,False,1,1,No specified Gripper,True,False
fold the dish cloth,False,1,7,Robot Grippers with 2 Fingers,True,True
fold the dish cloth,False,1,1,No specified Gripper,True,False
fold the green cloth in half,False,1,7,Robot Grippers with 2 Fingers,True,True
fold the green cloth in half,False,1,1,No specified Gripper,True,False
fold the green cloth on the bed,False,1,7,Robot Grippers with 2 Fingers,True,True
fold the green cloth on the bed,False,1,1,No specified Gripper,True,False
fold the napkin in half from left to right,False,1,7,Robot Grippers with 2 Fingers,True,True
fold the napkin in half from left to right,False,1,1,No specified Gripper,True,False
fold the orange cloth,False,1,7,Robot Grippers with 2 Fingers,True,True
fold the orange cloth,False,1,1,No specified Gripper,True,False
fold the pants,False,1,7,Robot Grippers with 2 Fingers,True,True
fold the pants,False,1,1,No specified Gripper,True,False
fold the paper towel diagonally and place it into the bin,False,1,7,Robot Grippers with 2 Fingers,True,True
fold the paper towel diagonally and place it into the bin,False,1,1,No specified Gripper,True,False
fold the red and white  cloth neatly,False,1,7,Robot Grippers with 2 Fingers,True,True
fold the red and white  cloth neatly,False,1,1,No specified Gripper,True,False
fold the red and white object in half,False,1,7,Robot Grippers with 2 Fingers,True,True
fold the red and white object in half,False,1,1,No specified Gripper,True,False
fold the shirt once,False,1,7,Robot Grippers with 2 Fingers,True,True
fold the shirt once,False,1,1,No specified Gripper,True,False
